case_order,case_id,case_group,assertion_kind,inherited_case_id,download_result_status_representation,observed_http_status_representation,observed_content_length_bytes_representation,observed_sha256_representation,expected_content_length_bytes_representation,expected_sha256_representation,explicit_integrity_verdict_representation,expected_outcome,expected_reason,expected_canonical_download_result_record,expected_canonical_integrity_authority_record,expected_validated_download_result_fields,expected_validated_integrity_authority_fields,expected_consumed_download_result_fields,expected_consumed_integrity_authority_fields,expected_passed,expected_blocks_candidate,expected_evaluator_io_used,observed_design_result,case_passed
95,BUSINESS23_STATUS_FAILURE_AND_SHA_MISMATCH,inherited_exact7_business_projection,formal_interface_projection,STATUS_FAILURE_AND_SHA_MISMATCH,'failure',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789',<MISSING>,blocked,DOWNLOAD_RESULT_STATUS_FAILURE,"(('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'DOWNLOAD_RESULT_STATUS_FAILURE', (('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
96,BUSINESS23_NON2XX_ZERO_INTEGRITY_FAILURE,inherited_exact7_business_projection,formal_interface_projection,NON2XX_ZERO_INTEGRITY_FAILURE,'success',500,0,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',1,'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789','failed',blocked,OBSERVED_HTTP_STATUS_NOT_SUCCESS,"(('download_result_status', 'success'), ('observed_http_status', 500), ('observed_content_length_bytes', 0), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_content_length_bytes', 1), ('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'), ('explicit_integrity_verdict', 'failed'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'OBSERVED_HTTP_STATUS_NOT_SUCCESS', (('download_result_status', 'success'), ('observed_http_status', 500), ('observed_content_length_bytes', 0), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_content_length_bytes', 1), ('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'), ('explicit_integrity_verdict', 'failed')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
97,BUSINESS23_ADJACENT_STATUS_HTTP,inherited_exact7_business_projection,formal_interface_projection,ADJACENT_STATUS_HTTP,'failure',404,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,blocked,DOWNLOAD_RESULT_STATUS_FAILURE,"(('download_result_status', 'failure'), ('observed_http_status', 404), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'DOWNLOAD_RESULT_STATUS_FAILURE', (('download_result_status', 'failure'), ('observed_http_status', 404), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
98,BUSINESS23_ADJACENT_HTTP_EMPTY,inherited_exact7_business_projection,formal_interface_projection,ADJACENT_HTTP_EMPTY,'success',404,0,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,blocked,OBSERVED_HTTP_STATUS_NOT_SUCCESS,"(('download_result_status', 'success'), ('observed_http_status', 404), ('observed_content_length_bytes', 0), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'OBSERVED_HTTP_STATUS_NOT_SUCCESS', (('download_result_status', 'success'), ('observed_http_status', 404), ('observed_content_length_bytes', 0), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
99,BUSINESS23_ADJACENT_EMPTY_SHA,inherited_exact7_business_projection,formal_interface_projection,ADJACENT_EMPTY_SHA,'success',200,0,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789',<MISSING>,blocked,OBSERVED_CONTENT_EMPTY,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 0), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'OBSERVED_CONTENT_EMPTY', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 0), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
100,BUSINESS23_ADJACENT_SHA_VERDICT,inherited_exact7_business_projection,formal_interface_projection,ADJACENT_SHA_VERDICT,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789','failed',blocked,OBSERVED_SHA256_MISMATCH,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'), ('explicit_integrity_verdict', 'failed'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256', 'explicit_integrity_verdict')","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'OBSERVED_SHA256_MISMATCH', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'), ('explicit_integrity_verdict', 'failed')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256', 'explicit_integrity_verdict'), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
101,BUSINESS23_ADJACENT_VERDICT_LENGTH,inherited_exact7_business_projection,formal_interface_projection,ADJACENT_VERDICT_LENGTH,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',11,<MISSING>,'failed',blocked,EXPLICIT_INTEGRITY_VERDICT_FAILED,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_content_length_bytes', 11), ('explicit_integrity_verdict', 'failed'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'explicit_integrity_verdict')","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'EXPLICIT_INTEGRITY_VERDICT_FAILED', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_content_length_bytes', 11), ('explicit_integrity_verdict', 'failed')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'explicit_integrity_verdict'), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
102,BUSINESS23_ADJACENT_LENGTH_AUTHORITY,inherited_exact7_business_projection,formal_interface_projection,ADJACENT_LENGTH_AUTHORITY,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',11,<MISSING>,<MISSING>,blocked,OBSERVED_CONTENT_LENGTH_MISMATCH,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_content_length_bytes', 11),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'OBSERVED_CONTENT_LENGTH_MISMATCH', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_content_length_bytes', 11),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
103,WRONG_TOP_LEVEL_RESULT_TYPE,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
104,RESULT_SUBCLASS,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
105,STORAGE_NOT_EXACT_DATACLASS,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
106,MISSING_FIELD,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
107,EXTRA_FIELD,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
108,FIELD_REORDER,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
109,PASSED_INT_ONE,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
110,BLOCKS_INT_ZERO,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
111,CANONICAL_OUTER_LIST,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
112,MALFORMED_PAIR,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:ValueError,true
113,PAIR_LIST,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:ValueError,true
114,PAIR_SUBCLASS,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:ValueError,true
115,TUPLE_SUBCLASS,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:TypeError,true
116,WRONG_PAIR_NAME,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:ValueError,true
117,WRONG_PAIR_ORDER,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:ValueError,true
118,DUPLICATE_PAIR,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:ValueError,true
119,EXTRA_PAIR,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:ValueError,true
120,CANONICAL_AUTHORITY_CONTAINS_MISSING_FIELD,result_invariant_negative,result_contract_rejection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,RESULT_CONTRACT_REJECTED:ValueError,true
